facility_type,district,realm,series,course,subject,match_basis,registered_period,total_minutes,tuition_fee_krw,total_fee_krw,hourly_tuition_krw,explicit_one_month,qc_hourly_extreme
academy,구로구,,예능(중),음악,(입시)고급피아노B(일50분*주3회*4주),subject,1개월 0일,600,170000,170000,17000,True,False
academy,구로구,,예능(중),음악,(입시)고급피아노C(일70분*주2회*4주),subject,1개월 0일,560,160000,160000,17143,True,False
academy,구로구,,예능(중),음악,(입시)중급피아노A(일35분*주5회*4주),subject,1개월 0일,700,170000,170000,14571,True,False
academy,구로구,,예능(중),음악,(입시)중급피아노B(일50분*주3회*4주),subject,1개월 0일,600,160000,160000,16000,True,False
academy,구로구,,예능(중),음악,(입시)중급피아노C(일70분*주2회*4주),subject,1개월 0일,560,150000,150000,16071,True,False
academy,구로구,,예능(중),음악,실용피아노(일70분*주2회*4.2주),subject,1개월 0일,588,160000,160000,16327,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일30분*주1회*12주),subject,1개월 0일,360,360000,360000,60000,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일30분*주1회*24주),subject,1개월 0일,720,720000,720000,60000,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일30분*주1회*4.2주),subject,1개월 0일,126,120000,120000,57143,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일30분*주1회*48주),subject,1개월 0일,1440,1440000,1440000,60000,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일55분*주1회*12주),subject,1개월 0일,660,600000,600000,54545,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일55분*주1회*24주),subject,1개월 0일,1320,1200000,1200000,54545,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일55분*주1회*4.2주),subject,1개월 0일,231,200000,200000,51948,True,False
academy,구로구,,기예(중),실용음악(성악),피아노(일55분*주1회*48주),subject,1개월 0일,2640,2400000,2400000,54545,True,False
academy,구로구,,예능(중),음악,예비반입시 피아노 주3(일50분*주3회*4.2주),subject,1개월 0일,630,150000,150000,14286,True,False
academy,구로구,,예능(중),음악,예비반입시 피아노 주4(일50분*주4회*4.2주),subject,1개월 0일,840,160000,160000,11429,True,False
academy,구로구,,예능(중),음악,예비반입시 피아노 주5(일50분*주5회*4.2주),subject,1개월 0일,1050,170000,170000,9714,True,False
academy,구로구,,예능(중),음악,피아노 주3(일65분*주3회*4.2주),subject,1개월 0일,819,120000,120000,8791,True,False
academy,구로구,,예능(중),음악,피아노 주5(일60분*주5회*4.2주),subject,1개월 0일,1260,140000,140000,6667,True,False
academy,구로구,,예능(중),음악,피아노입시 피아노1(일240분*주1회*4주),subject,1개월 0일,960,264000,264000,16500,True,False
academy,구로구,,예능(중),음악,피아노입시 피아노2(일480분*주1회*4주),subject,1개월 0일,1920,528000,528000,16500,True,False
academy,구로구,,예능(중),음악,피아노1(일60분*주5회*4.2주),subject,1개월 0일,1260,120000,120000,5714,True,False
academy,구로구,,예능(중),음악,피아노2(일60분*주5회*4.2주),subject,1개월 0일,1260,130000,130000,6190,True,False
academy,구로구,,예능(중),음악,피아노3(일60분*주5회*4.3주),subject,1개월 0일,1260,140000,140000,6667,True,False
academy,구로구,,예능(중),음악,피아노4(일60분*주5회*4.4주),subject,1개월 0일,1260,150000,150000,7143,True,False
academy,구로구,,예능(중),음악,피아노5(일60분*주5회*4.5주),subject,1개월 0일,1260,160000,160000,7619,True,False
academy,구로구,,예능(중),음악,피아노6(일60분*주5회*4.6주),subject,1개월 0일,1260,170000,170000,8095,True,False
academy,구로구,,예능(중),음악,피아노7(일60분*주5회*4.7주),subject,1개월 0일,1260,180000,180000,8571,True,False
academy,구로구,,예능(중),음악,피아노8(일60분*주5회*4.8주),subject,1개월 0일,1260,190000,190000,9048,True,False
academy,구로구,,예능(중),음악,피아노9(일65분*주5회*4.9주),subject,1개월 0일,1365,200000,200000,8791,True,False
academy,구로구,,예능(중),음악,입시피아노(일60분*주3회*4.2주),subject,1개월 0일,756,200000,200000,15873,True,False
academy,구로구,,예능(중),음악,피아노(고)(일70분*주5회*4.2주),subject,1개월 0일,1470,160000,160000,6531,True,False
academy,구로구,,예능(중),음악,피아노(바)(일60분*주5회*4.2주),subject,1개월 0일,1260,120000,120000,5714,True,False
academy,구로구,,예능(중),음악,피아노(어드벤처)(일70분*주5회*4.2주),subject,1개월 0일,1470,147000,147000,6000,True,False
academy,구로구,,예능(중),음악,피아노(중)(일70분*주5회*4.2주),subject,1개월 0일,1470,150000,150000,6122,True,False
academy,구로구,,예능(중),음악,음악(일반)피아노A(일60분*주5회*4.2주),subject,1개월 0일,1260,150000,150000,7143,True,False
academy,구로구,,예능(중),음악,음악(일반)피아노B(일60분*주3회*4.2주),subject,1개월 0일,756,98000,98000,7778,True,False
academy,구로구,,예능(중),음악,음악(입시)피아노(일90분*주2회*4.2주),subject,1개월 0일,756,200000,200000,15873,True,False
academy,구로구,,예능(중),음악,피아노 실용1(일60분*주3회*4.2주),subject,1개월 0일,756,135000,135000,10714,True,False
academy,구로구,,예능(중),음악,피아노 실용2(일60분*주3회*4.2주),subject,1개월 0일,756,145000,145000,11508,True,False
academy,구로구,,예능(중),음악,피아노 실용3(일60분*주3회*4.2주),subject,1개월 0일,756,155000,155000,12302,True,False
academy,구로구,,예능(중),음악,피아노 실용4(일60분*주3회*4.2주),subject,1개월 0일,756,165000,165000,13095,True,False
academy,구로구,,예능(중),음악,피아노 실용5(일60분*주3회*4.2주),subject,1개월 0일,756,175000,175000,13889,True,False
academy,구로구,,예능(중),음악,피아노 입시(일80분*주5회*4.2주),subject,1개월 0일,1680,450000,450000,16071,True,False
academy,구로구,,예능(중),음악,피아노1(일60분*주5회*4.2주),subject,1개월 0일,1260,150000,150000,7143,True,False
academy,구로구,,예능(중),음악,피아노2(일60분*주5회*4.2주),subject,1개월 0일,1260,160000,160000,7619,True,False
academy,구로구,,예능(중),음악,피아노3(일60분*주5회*4.2주),subject,1개월 0일,1260,170000,170000,8095,True,False
academy,구로구,,예능(중),음악,피아노4(일60분*주5회*4.2주),subject,1개월 0일,1260,180000,180000,8571,True,False
academy,구로구,,예능(중),음악,피아노5(일60분*주5회*4.2주),subject,1개월 0일,1260,190000,190000,9048,True,False
academy,구로구,,예능(중),음악,(일반)피아노1(일51분*주5회*4주),subject,1개월 0일,1020,160000,160000,9412,True,False
academy,구로구,,예능(중),음악,(일반)피아노2(일61분*주5회*4.2주),subject,1개월 0일,1281,200000,200000,9368,True,False
academy,구로구,,예능(중),음악,(일반)피아노3(일55분*주5회*4.2주),subject,1개월 0일,1155,180000,180000,9351,True,False
academy,구로구,,예능(중),음악,(입시)피아노1(일90분*주5회*4.2주),subject,1개월 0일,1890,540000,540000,17143,True,False
academy,구로구,,예능(중),음악,"입시실용음악1(피아노,작곡)(일30분*주3회*4.2주)",subject,1개월 0일,378,75000,75000,11905,True,False
academy,구로구,,예능(중),음악,"입시실용음악2(피아노,작곡)(일60분*주3회*4.2주)",subject,1개월 0일,756,150000,150000,11905,True,False
academy,구로구,,예능(중),음악,"입시실용음악3(피아노,작곡)(일60분*주5회*4.2주)",subject,1개월 0일,1260,200000,200000,9524,True,False
academy,구로구,,예능(중),음악,피아노1(60분*주2회*4.2주),subject,1개월 0일,504,50000,50000,5952,True,False
academy,구로구,,예능(중),음악,피아노2(60분*주4회*4.2주),subject,1개월 0일,1008,100000,100000,5952,True,False
academy,구로구,,예능(중),음악,피아노3(90분*주4회*4.2주),subject,1개월 0일,1512,120000,120000,4762,True,True
academy,구로구,,예능(중),음악,피아노4(60분*주5회*4.2주),subject,1개월 0일,1260,130000,130000,6190,True,False
academy,구로구,,예능(중),음악,재즈피아노1(일65분*주2회*4.2주),subject,0개월 0일,546,150000,150000,16484,False,False
academy,구로구,,예능(중),음악,재즈피아노2(일90분*주2회*4.2주),subject,0개월 0일,756,200000,200000,15873,False,False
academy,구로구,,예능(중),음악,피아노1(일50분*주5회*4.2주),subject,0개월 0일,1050,150000,150000,8571,False,False
academy,구로구,,예능(중),음악,피아노2(일50분*주5회*4.2주),subject,0개월 0일,1050,160000,160000,9143,False,False
academy,구로구,,예능(중),음악,피아노3(일60분*주5회*4.2주),subject,0개월 0일,1260,170000,170000,8095,False,False
academy,구로구,,예능(중),미술,피아노4(일60분*주5회*4.2주),subject,0개월 0일,1260,180000,180000,8571,False,False
academy,구로구,,예능(중),음악,피아노5(일80분*주3회*4.2주),subject,0개월 0일,1008,140000,140000,8333,False,False
academy,구로구,,예능(중),음악,피아노6(일80분*주3회*4.2주),subject,0개월 0일,1008,150000,150000,8929,False,False
academy,구로구,,예능(중),음악,피아노7(일90분*주3회*4.2주),subject,0개월 0일,1134,160000,160000,8466,False,False
academy,구로구,,예능(중),음악,피아노8(일90분*주3회*4.2주),subject,0개월 0일,1134,170000,170000,8995,False,False
academy,구로구,,예능(중),음악,피아노입시1(일90분*주3회*4.2주),subject,0개월 0일,1134,250000,250000,13228,False,False
academy,구로구,,예능(중),음악,피아노입시2(일120분*주3회*4.2주),subject,0개월 0일,1512,370000,370000,14683,False,False
academy,구로구,,예능(중),음악,피아노입시3(일120분*주5회*4.2주),subject,0개월 0일,2520,500000,500000,11905,False,False
academy,구로구,,예능(중),음악,(일반)피아노1(일60분*주5회*4.2주),subject,1개월 0일,1260,130000,130000,6190,True,False
academy,구로구,,예능(중),음악,(일반)피아노2(일60분*주5회*4.2주),subject,1개월 0일,1260,140000,140000,6667,True,False
academy,구로구,,예능(중),음악,(일반)피아노3(일60분*주5회*4.2주),subject,1개월 0일,1260,150000,150000,7143,True,False
